id,sku,name,description,current_price,current_stock,status,creation_date,last_update
4507,ENE-TRI-04507-L649,Tripp Lite Multicontacto Max L649 6 salidas,"Multicontacto Tripp Lite, modelo L649, versión 6 salidas, acabado negro; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",6860,46,1,09/08/2026 22:21,13/09/2026 05:32
4508,GAM-RAZ-04508-D968,Razer Teclado mecánico Max D968 TKL,"Teclado mecánico Razer, modelo D968, versión TKL, acabado plata; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",5309.9,37,1,18/03/2022 10:22,11/03/2026 01:40
4509,HOG-HAM-04509-G291,Hamilton Beach Freidora de aire Pro G291 5 L,"Freidora de aire Hamilton Beach, modelo G291, versión 5 L, acabado gris; característica principal: control de temperatura. Producto para uso doméstico, académico o profesional según la categoría.",7360,54,1,21/09/2021 22:10,04/11/2023 04:22
4510,ALM-SEA-04510-L589,Seagate Memoria USB Connect L589 128 GB,"Memoria USB Seagate, modelo L589, versión 128 GB, acabado gris; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",5759.9,4,1,09/07/2021 02:12,02/11/2024 12:57
4511,ALM-SAM-04511-M704,Samsung Unidad SSD Essential M704 1 TB,"Unidad SSD Samsung, modelo M704, versión 1 TB, acabado gris; característica principal: SATA III. Producto para uso doméstico, académico o profesional según la categoría.",7019.9,12,1,23/03/2021 13:51,12/01/2026 13:43
4512,ENE-TRI-04512-W231,Tripp Lite Multicontacto Ultra W231 10 salidas,"Multicontacto Tripp Lite, modelo W231, versión 10 salidas, acabado gris; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",3760,78,1,03/01/2024 02:37,12/09/2024 01:33
4513,GAM-ASU-04513-T406,ASUS ROG Control inalámbrico Plus T406 Pro,"Control inalámbrico ASUS ROG, modelo T406, versión Pro, acabado plata; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",3050,87,1,26/11/2021 06:59,18/11/2025 08:33
4514,ENE-APC-04514-L781,APC Regulador de voltaje Essential L781 1500 VA,"Regulador de voltaje APC, modelo L781, versión 1500 VA, acabado plata; característica principal: 8 contactos. Producto para uso doméstico, académico o profesional según la categoría.",5870,0,1,20/09/2022 00:32,13/09/2023 21:28
4515,MOV-XIA-04515-Z964,Xiaomi Batería portátil Select Z964 20000 mAh,"Batería portátil Xiaomi, modelo Z964, versión 20000 mAh, acabado plata; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",25670,37,1,19/04/2026 07:06,30/07/2026 15:57
4516,HOG-TAU-04516-E420,Taurus Aspiradora Connect E420 Cyclone,"Aspiradora Taurus, modelo E420, versión Cyclone, acabado plata; característica principal: sin bolsa. Producto para uso doméstico, académico o profesional según la categoría.",3959.9,79,1,24/07/2021 01:01,20/11/2024 18:40
4517,ACC-ANK-04517-B132,Anker Hub USB-C Select B132 7 en 1,"Hub USB-C Anker, modelo B132, versión 7 en 1, acabado blanco; característica principal: HDMI. Producto para uso doméstico, académico o profesional según la categoría.",3439.9,45,1,08/04/2026 08:55,20/05/2026 09:50
4518,OFI-CAN-04518-J195,Canon Impresora multifuncional Prime J195 Ink,"Impresora multifuncional Canon, modelo J195, versión Ink, acabado gris; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",3030,45,1,04/01/2026 06:25,05/02/2026 13:43
4519,MOV-REA-04519-D705,realme Smartphone Advance D705 256 GB,"Smartphone realme, modelo D705, versión 256 GB, acabado gris; característica principal: 5G. Producto para uso doméstico, académico o profesional según la categoría.",27560,67,1,02/07/2025 22:33,03/11/2025 05:22
4520,HOG-MAB-04520-V849,Mabe Cafetera Connect V849 6 tazas,"Cafetera Mabe, modelo V849, versión 6 tazas, acabado azul; característica principal: apagado automático. Producto para uso doméstico, académico o profesional según la categoría.",6920,10,1,20/03/2022 07:05,28/09/2023 13:03
4521,ELE-DEL-04521-X889,Dell Laptop Essential X889 16,"Laptop Dell, modelo X889, versión 16, acabado blanco; característica principal: Intel Core i5. Producto para uso doméstico, académico o profesional según la categoría.",24339.9,24,1,08/06/2023 21:50,19/04/2024 19:24
4522,ACC-BAS-04522-Q982,Baseus Hub USB-C Connect Q982 7 en 1,"Hub USB-C Baseus, modelo Q982, versión 7 en 1, acabado azul; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",3550,114,1,23/03/2026 04:52,13/09/2026 06:10
4523,MOV-MOT-04523-A427,Motorola Batería portátil Select A427 10000 mAh,"Batería portátil Motorola, modelo A427, versión 10000 mAh, acabado azul; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",12130,28,1,15/03/2022 07:54,11/02/2024 16:31
4524,AUD-JBL-04524-W717,JBL Bocina portátil Essential W717 Mini,"Bocina portátil JBL, modelo W717, versión Mini, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",9620,55,1,25/04/2022 06:34,18/10/2023 23:35
4525,ELE-HP-04525-K916,HP Laptop Smart K916 14,"Laptop HP, modelo K916, versión 14, acabado blanco; característica principal: AMD Ryzen 5. Producto para uso doméstico, académico o profesional según la categoría.",31069.9,66,1,20/12/2023 23:08,07/01/2025 19:54
4526,OFI-EPS-04526-J715,Epson Impresora multifuncional Prime J715 Ink,"Impresora multifuncional Epson, modelo J715, versión Ink, acabado plata; característica principal: dúplex. Producto para uso doméstico, académico o profesional según la categoría.",8200,60,1,11/05/2024 17:56,12/04/2026 22:31
4527,HOG-WHI-04527-G163,Whirlpool Aspiradora Essential G163 Compact,"Aspiradora Whirlpool, modelo G163, versión Compact, acabado gris; característica principal: multisuperficie. Producto para uso doméstico, académico o profesional según la categoría.",7960,60,1,19/07/2022 08:24,14/09/2024 02:21
4528,HOG-WHI-04528-V276,Whirlpool Freidora de aire Advance V276 5 L,"Freidora de aire Whirlpool, modelo V276, versión 5 L, acabado blanco; característica principal: digital. Producto para uso doméstico, académico o profesional según la categoría.",4990,39,1,28/04/2022 23:33,14/04/2026 12:38
4529,ALM-WES-04529-M134,Western Digital Memoria USB Max M134 256 GB,"Memoria USB Western Digital, modelo M134, versión 256 GB, acabado plata; característica principal: alta velocidad. Producto para uso doméstico, académico o profesional según la categoría.",500,44,1,14/06/2023 11:38,26/01/2025 15:27
4530,HOG-T-F-04530-P542,T-fal Cafetera Essential P542 6 tazas,"Cafetera T-fal, modelo P542, versión 6 tazas, acabado azul; característica principal: filtro permanente. Producto para uso doméstico, académico o profesional según la categoría.",7200,0,1,12/12/2021 14:51,27/08/2026 17:21
4531,AUD-EDI-04531-Q341,Edifier Barra de sonido Max Q341 2.0,"Barra de sonido Edifier, modelo Q341, versión 2.0, acabado gris; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",10910,69,1,26/10/2025 20:12,25/05/2026 12:43
4532,MOV-OPP-04532-A437,OPPO Batería portátil Pro A437 25000 mAh,"Batería portátil OPPO, modelo A437, versión 25000 mAh, acabado azul; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",5509.9,69,1,06/10/2025 03:46,15/10/2025 11:26
4533,ENE-APC-04533-X340,APC Multicontacto Max X340 6 salidas,"Multicontacto APC, modelo X340, versión 6 salidas, acabado azul; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",1089.9,47,1,24/01/2021 04:59,11/12/2025 03:49
4534,HOG-BLA-04534-N362,Black+Decker Licuadora Pro N362 2 L,"Licuadora Black+Decker, modelo N362, versión 2 L, acabado gris; característica principal: acero inoxidable. Producto para uso doméstico, académico o profesional según la categoría.",6800,29,1,13/03/2026 17:04,05/06/2026 15:37
4535,GAM-ASU-04535-U978,ASUS ROG Mouse gaming Max U978 Elite,"Mouse gaming ASUS ROG, modelo U978, versión Elite, acabado blanco; característica principal: botones programables. Producto para uso doméstico, académico o profesional según la categoría.",1910,0,0,03/08/2022 05:30,15/03/2023 04:28
4536,RED-MER-04536-E423,Mercusys Router Wi-Fi Connect E423 AX3000,"Router Wi-Fi Mercusys, modelo E423, versión AX3000, acabado azul; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",6240,25,1,21/08/2024 20:49,27/08/2024 09:58
4537,RED-LIN-04537-L500,Linksys Router Wi-Fi Pro L500 AX1800,"Router Wi-Fi Linksys, modelo L500, versión AX1800, acabado negro; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",880,86,1,15/09/2025 23:45,11/05/2026 21:08
4538,MOV-MOT-04538-B619,Motorola Smartphone Select B619 128 GB,"Smartphone Motorola, modelo B619, versión 128 GB, acabado gris; característica principal: 5G. Producto para uso doméstico, académico o profesional según la categoría.",19880,72,1,30/05/2021 17:48,17/04/2023 10:26
4539,GAM-MSI-04539-E981,MSI Teclado mecánico Prime E981 TKL,"Teclado mecánico MSI, modelo E981, versión TKL, acabado plata; característica principal: anti-ghosting. Producto para uso doméstico, académico o profesional según la categoría.",6119.9,60,1,15/01/2023 13:23,26/01/2024 00:20
4540,RED-NET-04540-R753,Netgear Router Wi-Fi Plus R753 AX3000,"Router Wi-Fi Netgear, modelo R753, versión AX3000, acabado azul; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",3020,62,1,18/10/2021 17:06,27/03/2026 04:59
4541,MOV-XIA-04541-A816,Xiaomi Smartwatch Pro A816 Pro,"Smartwatch Xiaomi, modelo A816, versión Pro, acabado gris; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",16990,7,1,08/12/2024 08:55,28/08/2026 04:23
4542,RED-LIN-04542-V877,Linksys Switch de red Ultra V877 16 puertos,"Switch de red Linksys, modelo V877, versión 16 puertos, acabado plata; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",2150,27,1,26/04/2023 09:42,07/09/2024 05:13
4543,ENE-TRI-04543-H402,Tripp Lite No-break UPS Pro H402 1500 VA,"No-break UPS Tripp Lite, modelo H402, versión 1500 VA, acabado gris; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",5389.9,57,1,08/07/2023 23:36,25/07/2024 18:37
4544,HOG-BLA-04544-Y535,Black+Decker Cafetera Essential Y535 10 tazas,"Cafetera Black+Decker, modelo Y535, versión 10 tazas, acabado negro; característica principal: apagado automático. Producto para uso doméstico, académico o profesional según la categoría.",860,43,1,24/05/2022 11:32,19/04/2023 20:41
4545,ENE-TRI-04545-L237,Tripp Lite No-break UPS Smart L237 600 VA,"No-break UPS Tripp Lite, modelo L237, versión 600 VA, acabado negro; característica principal: protección contra sobretensión. Producto para uso doméstico, académico o profesional según la categoría.",519.9,55,1,31/05/2023 18:31,22/11/2024 04:21
4546,OFI-BRO-04546-G921,Brother Teclado Max G921 Compact,"Teclado Brother, modelo G921, versión Compact, acabado gris; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",3410,35,1,03/09/2021 07:09,17/12/2025 09:13
4547,ENE-ENE-04547-N567,Energizer Regulador de voltaje Smart N567 600 VA,"Regulador de voltaje Energizer, modelo N567, versión 600 VA, acabado negro; característica principal: 8 contactos. Producto para uso doméstico, académico o profesional según la categoría.",7080,26,1,03/10/2024 03:34,05/05/2026 10:30
4548,RED-TP--04548-B784,TP-Link Switch de red Smart B784 8 puertos,"Switch de red TP-Link, modelo B784, versión 8 puertos, acabado blanco; característica principal: no administrable. Producto para uso doméstico, académico o profesional según la categoría.",1260,70,1,25/09/2022 15:50,15/06/2026 21:33
4549,ENE-TRI-04549-Y133,Tripp Lite Multicontacto Plus Y133 8 salidas,"Multicontacto Tripp Lite, modelo Y133, versión 8 salidas, acabado gris; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",6940,0,1,20/01/2024 23:32,11/01/2026 20:29
4550,HOG-TAU-04550-K255,Taurus Licuadora Plus K255 1.25 L,"Licuadora Taurus, modelo K255, versión 1.25 L, acabado azul; característica principal: acero inoxidable. Producto para uso doméstico, académico o profesional según la categoría.",1700,39,1,03/08/2022 13:05,05/05/2024 03:56
4551,RED-TEN-04551-X352,Tenda Switch de red Pro X352 8 puertos,"Switch de red Tenda, modelo X352, versión 8 puertos, acabado azul; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",1219.9,17,1,22/02/2024 10:35,23/06/2024 01:39
4552,ELE-SON-04552-Y962,Sony Tablet Plus Y962 10.1,"Tablet Sony, modelo Y962, versión 10.1, acabado azul; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",5370,70,1,01/06/2022 13:49,01/01/2023 08:22
4553,MOV-REA-04553-Q593,realme Batería portátil Prime Q593 10000 mAh,"Batería portátil realme, modelo Q593, versión 10000 mAh, acabado gris; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",3960,76,1,31/12/2024 15:53,16/05/2025 22:30
4554,GAM-HYP-04554-W916,HyperX Headset gaming Max W916 Pro,"Headset gaming HyperX, modelo W916, versión Pro, acabado negro; característica principal: micrófono desmontable. Producto para uso doméstico, académico o profesional según la categoría.",509.9,43,1,05/04/2021 11:14,23/07/2022 17:50
4555,HOG-BLA-04555-Q327,Black+Decker Aspiradora Ultra Q327 Compact,"Aspiradora Black+Decker, modelo Q327, versión Compact, acabado negro; característica principal: filtro HEPA. Producto para uso doméstico, académico o profesional según la categoría.",8010,28,1,26/01/2022 13:23,13/09/2024 22:07
4556,ENE-ENE-04556-Y258,Energizer No-break UPS Smart Y258 1000 VA,"No-break UPS Energizer, modelo Y258, versión 1000 VA, acabado azul; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",8560,0,0,07/04/2021 10:57,18/09/2021 14:39
4557,MOV-XIA-04557-H166,Xiaomi Smartwatch Pro H166 Pro,"Smartwatch Xiaomi, modelo H166, versión Pro, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",16429.9,39,1,21/03/2024 11:07,25/11/2025 03:17
4558,AUD-EDI-04558-J640,Edifier Audífonos inalámbricos Essential J640 Plus,"Audífonos inalámbricos Edifier, modelo J640, versión Plus, acabado plata; característica principal: Bluetooth 5.3. Producto para uso doméstico, académico o profesional según la categoría.",11120,64,1,02/01/2023 09:54,29/06/2026 11:27
4559,OFI-KIN-04559-M317,Kingston Mouse Plus M317 Silent,"Mouse Kingston, modelo M317, versión Silent, acabado negro; característica principal: óptico. Producto para uso doméstico, académico o profesional según la categoría.",6830,0,0,03/11/2024 17:49,16/01/2026 16:09
4560,HOG-TAU-04560-J858,Taurus Cafetera Connect J858 10 tazas,"Cafetera Taurus, modelo J858, versión 10 tazas, acabado plata; característica principal: programable. Producto para uso doméstico, académico o profesional según la categoría.",3040,1,1,14/05/2023 11:25,19/04/2024 22:53
4561,ELE-LG-04561-F779,LG Monitor LED Pro F779 22,"Monitor LED LG, modelo F779, versión 22, acabado negro; característica principal: QHD. Producto para uso doméstico, académico o profesional según la categoría.",4570,57,1,07/08/2025 01:48,07/09/2025 03:34
4562,ACC-UGR-04562-M174,UGREEN Webcam Plus M174 720p,"Webcam UGREEN, modelo M174, versión 720p, acabado negro; característica principal: autofocus. Producto para uso doméstico, académico o profesional según la categoría.",3680,34,1,14/10/2021 08:51,10/10/2023 22:00
4563,ALM-CRU-04563-R102,Crucial Unidad SSD Prime R102 1 TB,"Unidad SSD Crucial, modelo R102, versión 1 TB, acabado gris; característica principal: NVMe PCIe 4.0. Producto para uso doméstico, académico o profesional según la categoría.",2519.9,67,1,07/05/2024 14:11,09/08/2024 09:58
4564,MOV-OPP-04564-J111,OPPO Batería portátil Select J111 25000 mAh,"Batería portátil OPPO, modelo J111, versión 25000 mAh, acabado negro; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",27279.9,63,1,04/09/2021 05:55,31/01/2024 07:40
4565,GAM-COR-04565-R273,Corsair Control inalámbrico Plus R273 Pro,"Control inalámbrico Corsair, modelo R273, versión Pro, acabado gris; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",4860,0,1,15/11/2025 05:57,06/06/2026 23:05
4566,OFI-LOG-04566-V314,Logitech Trituradora de papel Pro V314 10 hojas,"Trituradora de papel Logitech, modelo V314, versión 10 hojas, acabado negro; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",9019.9,73,1,04/01/2026 08:31,20/06/2026 08:36
4567,ALM-WES-04567-G997,Western Digital Tarjeta microSD Advance G997 64 GB,"Tarjeta microSD Western Digital, modelo G997, versión 64 GB, acabado gris; característica principal: A2. Producto para uso doméstico, académico o profesional según la categoría.",3520,54,1,23/04/2021 18:39,18/04/2026 02:24
4568,ACC-ANK-04568-X625,Anker Webcam Ultra X625 2K,"Webcam Anker, modelo X625, versión 2K, acabado gris; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",170,0,1,07/03/2025 09:24,05/04/2025 15:36
4569,ENE-KOB-04569-A740,Koblenz Multicontacto Essential A740 8 salidas,"Multicontacto Koblenz, modelo A740, versión 8 salidas, acabado azul; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",4479.9,56,1,29/12/2022 17:04,03/04/2023 10:39
4570,ENE-ENE-04570-E747,Energizer No-break UPS Connect E747 1500 VA,"No-break UPS Energizer, modelo E747, versión 1500 VA, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",1160,23,1,04/04/2024 08:28,28/04/2025 11:28
4571,MOV-XIA-04571-F595,Xiaomi Smartphone Ultra F595 256 GB,"Smartphone Xiaomi, modelo F595, versión 256 GB, acabado negro; característica principal: cámara múltiple. Producto para uso doméstico, académico o profesional según la categoría.",9280,66,1,28/06/2021 08:54,09/08/2023 03:24
4572,ACC-BEL-04572-N236,Belkin Webcam Ultra N236 720p,"Webcam Belkin, modelo N236, versión 720p, acabado plata; característica principal: autofocus. Producto para uso doméstico, académico o profesional según la categoría.",2839.9,108,1,11/04/2022 00:17,20/02/2026 07:49
4573,MOV-OPP-04573-G874,OPPO Smartwatch Max G874 Fit,"Smartwatch OPPO, modelo G874, versión Fit, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",25400,25,1,24/10/2021 05:39,07/09/2024 01:42
4574,ACC-UGR-04574-U630,UGREEN Webcam Prime U630 1080p,"Webcam UGREEN, modelo U630, versión 1080p, acabado azul; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",2380,41,1,09/01/2021 01:14,28/01/2021 14:47
4575,HOG-HAM-04575-F746,Hamilton Beach Aspiradora Select F746 Cyclone,"Aspiradora Hamilton Beach, modelo F746, versión Cyclone, acabado azul; característica principal: sin bolsa. Producto para uso doméstico, académico o profesional según la categoría.",7370,61,1,05/12/2023 22:54,01/07/2025 18:02
4576,RED-D-L-04576-H892,D-Link Router Wi-Fi Essential H892 AX3000,"Router Wi-Fi D-Link, modelo H892, versión AX3000, acabado azul; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",6060,23,1,22/05/2024 09:32,29/08/2024 13:50
4577,OFI-HP-04577-M355,HP Teclado Smart M355 Compact,"Teclado HP, modelo M355, versión Compact, acabado negro; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",6420,39,1,03/05/2025 15:43,19/06/2025 19:17
4578,ELE-SON-04578-R873,Sony Tablet Essential R873 11,"Tablet Sony, modelo R873, versión 11, acabado gris; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",9309.9,0,1,01/06/2026 15:22,10/06/2026 20:57
4579,MOV-OPP-04579-L172,OPPO Batería portátil Pro L172 10000 mAh,"Batería portátil OPPO, modelo L172, versión 10000 mAh, acabado negro; característica principal: indicador digital. Producto para uso doméstico, académico o profesional según la categoría.",17110,73,1,14/05/2022 12:15,25/03/2024 07:08
4580,HOG-KOB-04580-R231,Koblenz Cafetera Essential R231 6 tazas,"Cafetera Koblenz, modelo R231, versión 6 tazas, acabado gris; característica principal: programable. Producto para uso doméstico, académico o profesional según la categoría.",2000,4,1,25/06/2024 11:01,18/04/2026 04:43
4581,MOV-OPP-04581-P295,OPPO Smartwatch Prime P295 Pro,"Smartwatch OPPO, modelo P295, versión Pro, acabado plata; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",21779.9,13,1,15/05/2022 21:54,27/06/2022 17:02
4582,OFI-LOG-04582-L808,Logitech Teclado Smart L808 Compact,"Teclado Logitech, modelo L808, versión Compact, acabado blanco; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",3580,3,0,03/04/2022 20:04,10/11/2023 04:09
4583,ENE-TRI-04583-U534,Tripp Lite Multicontacto Select U534 10 salidas,"Multicontacto Tripp Lite, modelo U534, versión 10 salidas, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",1420,4,1,05/05/2026 00:32,12/07/2026 19:34
4584,ALM-SAN-04584-D803,SanDisk Disco duro externo Essential D803 2 TB,"Disco duro externo SanDisk, modelo D803, versión 2 TB, acabado azul; característica principal: portátil. Producto para uso doméstico, académico o profesional según la categoría.",7100,14,1,18/11/2024 12:35,16/12/2024 05:12
4585,RED-MER-04585-L397,Mercusys Router Wi-Fi Connect L397 AX1800,"Router Wi-Fi Mercusys, modelo L397, versión AX1800, acabado negro; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",7789.9,57,1,12/02/2021 04:59,29/06/2021 02:52
4586,AUD-SON-04586-B614,Sony Barra de sonido Plus B614 2.1,"Barra de sonido Sony, modelo B614, versión 2.1, acabado azul; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",470,21,1,13/01/2023 21:12,12/07/2023 18:26
4587,AUD-PHI-04587-A733,Philips Barra de sonido Select A733 2.1,"Barra de sonido Philips, modelo A733, versión 2.1, acabado blanco; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",8449.9,59,1,21/07/2026 20:34,31/08/2026 17:52
4588,ENE-DUR-04588-P882,Duracell No-break UPS Select P882 600 VA,"No-break UPS Duracell, modelo P882, versión 600 VA, acabado blanco; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",2279.9,37,1,03/02/2024 17:27,01/10/2024 09:15
4589,MOV-XIA-04589-P310,Xiaomi Smartwatch Prime P310 Pro,"Smartwatch Xiaomi, modelo P310, versión Pro, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",9219.9,27,1,24/01/2024 22:09,03/01/2026 17:45
4590,OFI-BRO-04590-D428,Brother Trituradora de papel Select D428 8 hojas,"Trituradora de papel Brother, modelo D428, versión 8 hojas, acabado azul; característica principal: papel y tarjetas. Producto para uso doméstico, académico o profesional según la categoría.",9010,32,1,09/08/2023 05:49,24/05/2024 12:04
4591,ELE-ASU-04591-Q627,ASUS Monitor LED Select Q627 22,"Monitor LED ASUS, modelo Q627, versión 22, acabado negro; característica principal: QHD. Producto para uso doméstico, académico o profesional según la categoría.",5570,20,1,08/12/2024 18:40,28/09/2025 17:49
4592,GAM-MSI-04592-H545,MSI Teclado mecánico Smart H545 TKL,"Teclado mecánico MSI, modelo H545, versión TKL, acabado plata; característica principal: switch mecánico. Producto para uso doméstico, académico o profesional según la categoría.",1320,21,1,03/06/2023 10:38,13/11/2023 14:16
4593,ELE-ACE-04593-W138,Acer Smart TV Prime W138 55,"Smart TV Acer, modelo W138, versión 55, acabado blanco; característica principal: LED. Producto para uso doméstico, académico o profesional según la categoría.",14260,0,0,05/07/2024 22:52,16/03/2025 19:02
4594,ENE-TRI-04594-T849,Tripp Lite Multicontacto Smart T849 10 salidas,"Multicontacto Tripp Lite, modelo T849, versión 10 salidas, acabado gris; característica principal: interruptor. Producto para uso doméstico, académico o profesional según la categoría.",3909.9,19,1,07/06/2021 09:02,15/08/2024 00:05
4595,RED-TP--04595-Z426,TP-Link Router Wi-Fi Prime Z426 AX1800,"Router Wi-Fi TP-Link, modelo Z426, versión AX1800, acabado negro; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",5179.9,0,1,23/10/2021 16:00,15/11/2021 08:03
4596,ENE-TRI-04596-Y329,Tripp Lite Multicontacto Select Y329 6 salidas,"Multicontacto Tripp Lite, modelo Y329, versión 6 salidas, acabado blanco; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",8900,62,1,12/11/2021 22:20,29/04/2022 15:47
4597,ELE-SAM-04597-Z655,Samsung Tablet Ultra Z655 8,"Tablet Samsung, modelo Z655, versión 8, acabado plata; característica principal: Wi-Fi + LTE. Producto para uso doméstico, académico o profesional según la categoría.",9790,74,1,02/01/2021 07:47,26/11/2023 23:44
4598,ENE-CYB-04598-G829,CyberPower No-break UPS Advance G829 1000 VA,"No-break UPS CyberPower, modelo G829, versión 1000 VA, acabado azul; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",7800,1,0,02/08/2021 16:36,26/02/2025 05:51
4599,ELE-LOG-04599-Q912,Logitech Smart TV Connect Q912 50,"Smart TV Logitech, modelo Q912, versión 50, acabado gris; característica principal: QLED. Producto para uso doméstico, académico o profesional según la categoría.",21080,19,1,22/06/2026 05:47,27/06/2026 08:58
4600,OFI-KIN-04600-A756,Kingston Teclado Pro A756 Slim,"Teclado Kingston, modelo A756, versión Slim, acabado azul; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",6030,43,1,28/09/2022 11:20,17/03/2023 08:41
4601,ACC-ANK-04601-Z938,Anker Cargador USB-C Connect Z938 65 W,"Cargador USB-C Anker, modelo Z938, versión 65 W, acabado blanco; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",3590,66,1,15/12/2021 07:19,12/05/2026 21:17
4602,AUD-SON-04602-J773,Sony Barra de sonido Advance J773 2.1,"Barra de sonido Sony, modelo J773, versión 2.1, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",2840,0,0,10/04/2021 19:52,06/12/2024 06:49
4603,ELE-HP-04603-N581,HP Monitor LED Pro N581 22,"Monitor LED HP, modelo N581, versión 22, acabado negro; característica principal: QHD. Producto para uso doméstico, académico o profesional según la categoría.",17780,37,1,23/03/2021 23:42,10/07/2024 01:02
4604,ELE-DEL-04604-R991,Dell Laptop Select R991 14,"Laptop Dell, modelo R991, versión 14, acabado plata; característica principal: AMD Ryzen 7. Producto para uso doméstico, académico o profesional según la categoría.",13089.9,46,1,08/06/2024 23:37,26/04/2025 13:24
4605,ELE-SAM-04605-C556,Samsung Tablet Plus C556 11,"Tablet Samsung, modelo C556, versión 11, acabado plata; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",11990,17,1,14/02/2021 16:41,07/07/2022 00:55
4606,AUD-PHI-04606-N946,Philips Bocina portátil Connect N946 Pro,"Bocina portátil Philips, modelo N946, versión Pro, acabado azul; característica principal: IP67. Producto para uso doméstico, académico o profesional según la categoría.",9510,17,1,09/04/2024 23:04,28/01/2026 13:56
4607,ALM-SAN-04607-A291,SanDisk Memoria USB Prime A291 64 GB,"Memoria USB SanDisk, modelo A291, versión 64 GB, acabado blanco; característica principal: compacta. Producto para uso doméstico, académico o profesional según la categoría.",6389.9,0,1,04/07/2025 01:50,17/08/2026 08:20
4608,MOV-XIA-04608-B678,Xiaomi Smartwatch Pro B678 Active,"Smartwatch Xiaomi, modelo B678, versión Active, acabado azul; característica principal: GPS. Producto para uso doméstico, académico o profesional según la categoría.",26240,0,1,11/04/2025 17:00,25/12/2025 13:47
4609,ENE-TRI-04609-H544,Tripp Lite Multicontacto Select H544 6 salidas,"Multicontacto Tripp Lite, modelo H544, versión 6 salidas, acabado blanco; característica principal: interruptor. Producto para uso doméstico, académico o profesional según la categoría.",4800,54,1,14/06/2023 04:39,12/11/2023 20:46
